1,5429,5581,,person.couch.tie.bottle.vase,couch.tie.bottle.vase
3609,193222,193263,하정우,person,
3610,193264,193293,,person.bottle.tie,bottle.tie
3611,193294,193333,,person.cell.phone,cell.phone
3612,193334,193382,하정우,person,
3613,193383,193416,성동일,person,
3614,193417,193442,성동일,person,
3615,193443,193491,,dining.table.tv.person.bottle.potted.plant.cup,dining.table.tv.bottle.potted.plant.cup
3616,193492,193530,,person.cup.bowl.vase,cup.bowl.vase
3617,193531,193568,,person.chair,chair
3618,193569,193595,,person.tie.mouse,tie.mouse
3619,193596,193628,,person.chair.tie,chair.tie
3620,193629,193667,,person.tie,tie
3621,193668,193701,,person.chair.tie,chair.tie
3622,193702,193742,,person.tie,tie
3623,193743,193775,,person.tie,tie
3624,193776,193828,,person.skis,skis
3625,193829,193881,하정우.김동욱,person.skis,skis
3626,193882,193910,하정우,person,
3627,193911,193942,김동욱,person,
3628,193943,193980,하정우,person,
3629,193981,194020,성동일,person,
3630,194021,194121,하정우,person.cell.phone.scissors,cell.phone.scissors
3631,194122,194161,성동일,person,
3632,194162,194215,,tv,tv
3633,194216,194271,성동일,person,
3634,194272,194351,,clock,clock
3635,194352,194381,성동일,person,
3636,194382,194437,하정우,person,
3637,194438,194502,,person.car,car
3638,194503,194533,하정우,person,
3639,194534,194555,성동일,person,
3640,194556,194571,성동일,person,
3641,194572,194601,하정우,person,
3642,194602,194641,,person.airplane.bottle.skis,airplane.bottle.skis
3643,194642,194716,,person.train,train
3644,194717,194751,,skis.toothbrush.car,skis.toothbrush.car
3645,194752,194838,,person.train.car,train.car
3646,194839,194857,,train,train
3647,194858,194990,,person.train.skis,train.skis
3648,194991,195023,성동일,person,
3649,195024,195090,,person,
3650,195091,195123,김동욱,person.tie,tie
3651,195124,195236,,person.skis,skis
3652,195237,195307,,,
3653,195308,195328,,person.skis,skis
3654,195329,195336,,person,
3655,195337,195355,,person.skis,skis
3656,195356,195375,,person.chair.tie,chair.tie
3657,195376,195401,김동욱.김지석,person,
3658,195402,195423,성동일,person.sports.ball,sports.ball
3659,195424,195486,,umbrella.mouse.car,umbrella.mouse.car
3660,195487,195520,,person,
3661,195521,195551,,person,
3662,195552,195597,하정우,person,
3663,195598,195695,,person.skis,skis
3664,195696,195727,,person,
3665,195728,195777,하정우,tv.person,tv
3666,195778,195805,,person.chair.tie,chair.tie
3667,195806,195870,하정우,person,
3668,195871,195901,,person.chair.tie,chair.tie
3669,195902,195922,하정우,person,
3670,195923,195951,하정우,person.skis,skis
3671,195952,196000,,person.umbrella,umbrella
3672,196001,196042,김동욱.김지석,person,
3673,196043,196080,,person.bottle.tie,bottle.tie
3674,196081,196126,성동일,person.knife.baseball.glove,knife.baseball.glove
3675,196127,196185,,tv.person.bottle.dining.table,tv.bottle.dining.table
3676,196186,196232,,person.bowl.bottle.cup,bowl.bottle.cup
3677,196233,196266,,person.chair.tie,chair.tie
3678,196267,196293,,person.tie,tie
3679,196294,196355,하정우,person.cup,cup
3680,196356,196421,하정우,person.tv,tv
3681,196422,196451,,person.tie,tie
3682,196452,196488,,person.chair.tie,chair.tie
3683,196489,196540,성동일,person,
3684,196541,196590,성동일,person.donut,donut
3685,196591,196656,,tv.person.chair.potted.plant.cup,tv.chair.potted.plant.cup
3686,196657,196693,,person.donut,donut
3687,196694,196756,,person.chair.bowl.potted.plant.clock,chair.bowl.potted.plant.clock
3688,196757,196833,,person.donut.couch,donut.couch
3689,196834,196885,,tv.couch.person.potted.plant.chair.vase,tv.couch.potted.plant.chair.vase
3690,196886,196942,,person.potted.plant,potted.plant
3691,196943,196993,김동욱,person.clock,clock
3692,196994,197051,,person.train.dog.bus,train.dog.bus
3693,197052,197085,,person.chair.tie,chair.tie
3694,197086,197126,김동욱,person.clock,clock
3695,197127,197175,,person.tie.cell.phone,tie.cell.phone
3696,197176,197195,,person.chair.tie,chair.tie
3697,197196,197236,,person.tie,tie
3698,197237,197278,김동욱,person,
3699,197279,197296,,person,
3700,197297,197302,김동욱,person,
3701,197303,197308,김동욱,,
3702,197309,197316,김동욱,person,
3703,197317,197328,김동욱,person.laptop,laptop
3704,197329,197341,김지석,person,
3705,197342,197358,성동일,person,
3706,197359,197397,,person.skis.train,skis.train
3707,197398,197416,,person.tie,tie
3708,197417,197445,하정우,person,
3709,197446,197502,김동욱,tv.person.book,tv.book
3710,197503,197560,,person.bowl.cup,bowl.cup
3711,197561,197637,김동욱,person,
3712,197638,197673,김지석,person.cell.phone,cell.phone
3713,197674,197720,성동일,person,
3714,197721,197765,성동일,person,
3715,197766,197842,김동욱,person.snowboard,snowboard
3716,197843,197868,김동욱,person,
3717,197869,197912,,clock.tv,clock.tv
3718,197913,197955,,,
3719,197956,197990,김동욱,person,
3720,197991,198023,성동일,person,
3721,198024,198053,김동욱.김지석,person.boat.skis,boat.skis
3722,198054,198120,김동욱,person.scissors.motorcycle,scissors.motorcycle
3723,198121,198173,,person.car,car
3724,198174,198193,성동일,person,
3725,198194,198207,성동일,person.chair,chair
3726,198208,198228,김동욱,person,
3727,198229,198277,김동욱,person.airplane.laptop.motorcycle,airplane.laptop.motorcycle
3728,198278,198318,김동욱,person.skis,skis
3729,198319,198547,,train.car.person.mouse.hair.drier,train.car.mouse.hair.drier
3730,198548,198578,,train,train
3731,198579,198630,,person.car,car
3732,198631,198662,김지석,person.sports.ball,sports.ball
3733,198663,198740,,person.skis,skis
3734,198741,198778,하정우,person,
3735,198779,198883,,person.kite,kite
3736,198884,198898,,person.skis,skis
3737,198899,198920,,person.chair.tie,chair.tie
3738,198921,198951,김동욱,person,
3739,198952,198966,성동일,person,
3740,198967,198982,김동욱,person,
3741,198983,198996,김지석,person,
3742,198997,199017,,person.skis,skis
3743,199018,199037,,,
3744,199038,199052,,person,
3745,199053,199068,하정우,person,
3746,199069,199097,,person.skis,skis
3747,199098,199116,,person,
3748,199117,199158,김동욱,person,
3749,199159,199187,,person.chair.tie.cell.phone,chair.tie.cell.phone
3750,199188,199232,,person.bowl,bowl
3751,199233,199270,,person.skis,skis
3752,199271,199316,,person.bowl.vase,bowl.vase
3753,199317,199345,,person.umbrella,umbrella
3754,199346,199387,김동욱,person.sports.ball.backpack,sports.ball.backpack
3755,199388,199411,,person.tie,tie
3756,199412,199427,김동욱,person,
3757,199428,199442,,person,
3758,199443,199473,,person,
3759,199474,199495,성동일,person,
3760,199496,199530,김동욱,person,
3761,199531,199571,,person.tie,tie
3762,199572,199602,,person.pizza,pizza
3763,199603,199670,김동욱,tv.person.potted.plant,tv.potted.plant
3764,199671,199762,,person.bowl.cup,bowl.cup
3765,199763,199842,하정우,person.chair,chair
3766,199843,199971,김동욱,person,
3767,199972,200011,,person.bowl.dining.table.tv.cup,bowl.dining.table.tv.cup
3768,200012,200047,,person.bottle,bottle
3769,200048,200088,,backpack.bowl.vase.person.bottle,backpack.bowl.vase.bottle
3770,200089,200127,하정우.김동욱,person.car,car
3771,200128,200161,김동욱,person,
3772,200162,200206,하정우.김동욱,person,
3773,200207,200228,,person.tie.bottle,tie.bottle
3774,200229,200358,,person,
3775,200359,200395,,cup.dining.table.bowl.person.bottle,cup.dining.table.bowl.bottle
3776,200396,200430,,person,
3777,200431,200483,,person,
3778,200484,200505,,person,
3779,200506,200610,,person,
3780,200611,200653,,person.remote,remote
3781,200654,200692,,person,
3782,200693,200710,성동일,person,
3783,200711,200736,성동일,person.chair.cup,chair.cup
3784,200737,200782,,cup.skis.bicycle.person,cup.skis.bicycle
3785,200783,200800,,tv.person,tv
3786,200801,200848,,person.airplane.skis.bench,airplane.skis.bench
3787,200849,201163,,person.train.boat.skis.fork,train.boat.skis.fork
3788,201164,201178,하정우.김동욱,person,
3789,201179,201201,,toothbrush.person,toothbrush
3790,201202,201235,,person.bowl.bottle.cup.dining.table,bowl.bottle.cup.dining.table
3791,201236,201257,,person,
3792,201258,201275,,person.chair.tie,chair.tie
3793,201276,201296,,person.skis,skis
3794,201297,201323,성동일,person,
3795,201324,201356,김지석,person.stop.sign,stop.sign
3796,201357,201375,,person.tie,tie
3797,201376,201388,,person,
3798,201389,201411,,person,
3799,201412,201440,,person.vase.teddy.bear,vase.teddy.bear
3800,201441,201471,,tv.person.potted.plant.skis,tv.potted.plant.skis
3801,201472,201505,,person.tie,tie
3802,201506,201543,,person.bowl.bottle.cup.dining.table,bowl.bottle.cup.dining.table
3803,201544,201575,,person,
3804,201576,201611,,person,
3805,201612,201641,하정우.김동욱,person,
3806,201642,201701,,person.umbrella,umbrella
3807,201702,201746,하정우.김동욱,person.chair,chair
3808,201747,201805,성동일,person,
3809,201806,201851,김지석,person,
3810,201852,201895,,tv.person.potted.plant,tv.potted.plant
3811,201896,201922,,person,
3812,201923,201953,,person.handbag,handbag
3813,201954,202027,,person.bowl.bottle.cup.dining.table,bowl.bottle.cup.dining.table
3814,202028,202071,,person.chair.tie,chair.tie
3815,202072,202175,,person.tie,tie
3816,202176,202275,김지석,clock.person.bird.motorcycle,clock.bird.motorcycle
3817,202276,202405,하정우.김동욱,person,
3818,202406,202453,김지석,person,
3819,202454,202500,,tv,tv
3820,202501,202550,,person.backpack,backpack
3821,202551,202586,성동일,person,
3822,202587,202650,,person.train.airplane.boat,train.airplane.boat
3823,202651,202681,,person.laptop.tie.mouse,laptop.tie.mouse
3824,202682,202712,,person.tie,tie
3825,202713,202770,,person.chair,chair
3826,202771,202820,하정우.김동욱,person,
3827,202821,202895,,person.tie,tie
3828,202896,202945,김지석,person.tv.handbag,tv.handbag
3829,202946,203000,,person.tie,tie
3830,203001,203086,하정우.김동욱,person,
3831,203087,203180,,person.tv,tv
3832,203181,203218,성동일,person,
3833,203219,203253,,person.tie.chair,tie.chair
3834,203254,203281,김지석,person,
3835,203282,203315,김지석,person,
3836,203316,203350,,person.skis.train,skis.train
3837,203351,203382,성동일,person,
3838,203383,203416,,person.motorcycle,motorcycle
3839,203417,203453,김지석,person,
3840,203454,203505,김지석,person,
3841,203506,203551,,person.tie,tie
3842,203552,203590,김지석,person.tv,tv
3843,203591,203633,,person.tie,tie
3844,203634,203682,김지석,person,
3845,203683,203731,성동일,person,
3846,203732,203761,김지석,person,
3847,203762,203833,성동일,person,
3848,203834,203877,김지석,person,
3849,203878,203921,성동일,person,
3850,203922,203968,김지석,tv.person,tv
3851,203969,204028,성동일,person,
3852,204029,204078,,tie,tie
3853,204079,204108,성동일,person,
3854,204109,204146,,person.bottle.tie,bottle.tie
3855,204147,204190,김지석,tv.person,tv
3856,204191,204216,,person.tie,tie
3857,204217,204247,김지석,person,
3858,204248,204282,김지석,person,
3859,204283,204310,,person.motorcycle,motorcycle
3860,204311,204361,,tv.person.bottle.cup.dining.table,tv.bottle.cup.dining.table
3861,204362,204385,,person.laptop.tie,laptop.tie
3862,204386,204418,,person.tie,tie
3863,204419,204478,,cup.dining.table.bowl.person.bottle.potted.plant,cup.dining.table.bowl.bottle.potted.plant
3864,204479,204535,김지석,person,
3865,204536,204562,김지석,person,
3866,204563,204607,김지석,person,
3867,204608,204646,하정우.김동욱,person.skis.umbrella,skis.umbrella
3868,204647,204730,하정우.김동욱,person,
3869,204731,204768,,person.tie.chair,tie.chair
3870,204769,204828,,person.sports.ball,sports.ball
3871,204829,204860,성동일,person,
3872,204861,204892,김지석,person,
3873,204893,204933,성동일,person,
3874,204934,204975,김지석,cake.person,cake
3875,204976,205022,성동일,person.umbrella,umbrella
3876,205023,205040,김지석,person,
3877,205041,205057,김지석,person,
3878,205058,205080,김지석,motorcycle.person,motorcycle
3879,205081,205115,김지석,person.motorcycle.bottle,motorcycle.bottle
3880,205116,205157,김지석,person.stop.sign,stop.sign
3881,205158,205196,성동일,person,
3882,205197,205225,,person.tie,tie
3883,205226,205258,김지석,person.cake,cake
3884,205259,205290,,person.motorcycle,motorcycle
3885,205291,205340,성동일,person,
3886,205341,205385,김지석,person.stop.sign,stop.sign
3887,205386,205427,,person,
3888,205428,205476,성동일,person,
3889,205477,205556,김지석,person,
3890,205557,205596,하정우.김동욱,person,
3891,205597,205637,성동일,person,
3892,205638,205708,,person.tie,tie
3893,205709,205753,김지석,person.cake,cake
3894,205754,205830,성동일,person.fork,fork
3895,205831,205877,성동일,person,
3896,205878,205948,,person,
3897,205949,206032,,,
3898,206033,206066,,person.tie.bottle,tie.bottle
3899,206067,206116,성동일,person.handbag,handbag
3900,206117,206138,,person.tie,tie
3901,206139,206173,성동일,person,
3902,206174,206232,,person.dog.backpack.remote,dog.backpack.remote
3903,206233,206260,,person.tie,tie
3904,206261,206290,김지석,tv.person,tv
3905,206291,206328,,person,
3906,206329,206352,,person.tie,tie
3907,206353,206383,,person.tie,tie
3908,206384,206423,성동일,tv.person.tie,tv.tie
3909,206424,206496,성동일,person,
3910,206497,206533,,person.tie,tie
3911,206534,206601,성동일,person,
3912,206602,206646,김지석,person,
3913,206647,206682,김지석,person,
3914,206683,206713,,person.tie,tie
3915,206714,206742,,person.laptop.bottle.tie,laptop.bottle.tie
3916,206743,206807,,person.tie,tie
3917,206808,206842,,person.tie.cell.phone,tie.cell.phone
3918,206843,206902,성동일,person,
3919,206903,207007,,person,
3920,207008,207058,김지석,person.cake,cake
3921,207059,207126,,person,
3922,207127,207192,김지석,person,
3923,207193,207237,김지석,tv.person,tv
3924,207238,207302,성동일,person.dog,dog
3925,207303,207362,김지석,cake.person,cake
3926,207363,207387,,person.airplane,airplane
3927,207388,207453,,person,
3928,207454,207508,,person,
3929,207509,207727,,person.car.airplane.horse,car.airplane.horse
3930,207728,207888,,bicycle,bicycle
3931,207889,207991,,person.laptop.tie.dining.table.mouse.chair.bottle,laptop.tie.dining.table.mouse.chair.bottle
3932,207992,208122,,,
3933,208123,208167,하정우.김동욱,person,
3934,208168,208223,,person,
3935,208224,208276,,person.bottle.tie,bottle.tie
3936,208277,208385,,skis,skis
3937,208386,208432,,person.chair.tie,chair.tie
3938,208433,208480,,cup.bowl.vase.person.bottle,cup.bowl.vase.bottle
3939,208481,208530,,person.chair.tie.clock,chair.tie.clock
3940,208531,208652,김지석,person.toilet.umbrella,toilet.umbrella
3941,208653,208693,,person,
3942,208694,208730,,person.tie,tie
3943,208731,208843,김지석,person.cow,cow
3944,208844,208875,,person.laptop.mouse.tie,laptop.mouse.tie
3945,208876,208910,,person.chair.tie,chair.tie
3946,208911,208987,,person,
3947,208988,209085,,person.airplane.motorcycle,airplane.motorcycle
3948,209086,209143,김지석,person,
3949,209144,209211,,tv.potted.plant,tv.potted.plant
3950,209212,209248,,person.bottle,bottle
3951,209249,209342,김지석,person.airplane,airplane
3952,209343,209392,,person.laptop.teddy.bear.tie.bottle.mouse.chair,laptop.teddy.bear.tie.bottle.mouse.chair
3953,209393,209412,,person.tie.chair,tie.chair
3954,209413,209485,김지석,person,
3955,209486,209641,하정우.김동욱,person.umbrella.stop.sign,umbrella.stop.sign
3956,209642,209693,김지석,person,
3957,209694,209786,성동일,person,
3958,209787,209828,,person,
3959,209829,209892,,person.skis,skis
3960,209893,209936,,person,
3961,209937,210023,,person.tv,tv
3962,210024,210122,,person.laptop.mouse.tie.tv,laptop.mouse.tie.tv
3963,210123,210265,,tv.airplane.person,tv.airplane
3964,210266,210311,,person.zebra.bottle.tie,zebra.bottle.tie
3965,210312,210373,,person.skis.sports.ball,skis.sports.ball
3966,210374,210510,,person.train.skis,train.skis
3967,210511,210652,,bird.person.skis.kite,bird.skis.kite
3968,210653,210691,,bird.person.skis,bird.skis
3969,210692,210721,,person,
3970,210722,210766,,person,
3971,210767,210820,,person.bottle.tie.cell.phone,bottle.tie.cell.phone
3972,210821,210862,하정우,person,
3973,210863,210986,,tv.person,tv
3974,210987,211130,성동일.김동욱.김지석,tv.person.tennis.racket.potted.plant.chair,tv.tennis.racket.potted.plant.chair
3975,211131,211257,김지석,person,
3976,211258,211340,성동일,person.backpack,backpack
3977,211341,211423,성동일.김지석,person,
3978,211424,211490,김지석,person,
3979,211491,211547,,person,
3980,211548,211581,김동욱,person,
3981,211582,211641,,person,
3982,211642,211680,하정우,person,
3983,211681,211747,김동욱,person.tie,tie
3984,211748,211790,,person,
3985,211791,211821,하정우,person.bus,bus
3986,211822,211862,,person,
3987,211863,211888,김동욱,person,
3988,211889,211920,,person,
3989,211921,211945,김동욱,person,
3990,211946,211961,,person,
3991,211962,211980,성동일,person,
3992,211981,212002,하정우,person,
3993,212003,212030,하정우.성동일.김지석,person.chair.potted.plant,chair.potted.plant
3994,212031,212056,성동일,person,
3995,212057,212103,성동일,person,
3996,212104,212126,하정우.성동일.김동욱,person,
3997,212127,212175,,person,
3998,212176,212267,,person,
3999,212268,212357,김지석,person.backpack,backpack
4000,212358,212456,하정우,person,
4001,212457,212492,하정우.김동욱,person,
4002,212493,212530,,person,
4003,212531,212558,,handbag.person,handbag
4004,212559,212615,,person,
4005,212616,212675,하정우.성동일.김동욱,person,
4006,212676,212725,성동일,person,
4007,212726,212765,성동일.김동욱,person,
4008,212766,212811,김지석,person,
4009,212812,212902,,person,
4010,212903,212922,,tv.person,tv
4011,212923,212938,,person,
4012,212939,212972,,person.skis,skis
4013,212973,212995,,laptop,laptop
4014,212996,213022,,person.skis,skis
4015,213023,213062,,person,
4016,213063,213097,,person.tie,tie
4017,213098,213135,,person,
4018,213136,213190,성동일,person,
4019,213191,213223,,person,
4020,213224,213256,성동일,person.remote,remote
4021,213257,213277,,person.cup,cup
4022,213278,213313,,person.refrigerator,refrigerator
4023,213314,213372,성동일.김동욱,person,
4024,213373,213443,,person.tie.chair.remote,tie.chair.remote
4025,213444,213503,성동일,person,
4026,213504,213573,,person,
4027,213574,213643,,person.book.tv.handbag,book.tv.handbag
4028,213644,213706,,person.chair,chair
4029,213707,213744,성동일,person,
4030,213745,213796,성동일,person,
4031,213797,213814,성동일,person,
4032,213815,213841,,person.chair,chair
4033,213842,213902,성동일,person,
4034,213903,213923,,person.chair,chair
4035,213924,213953,,person,
4036,213954,213982,성동일,person,
4037,213983,214004,,person,
4038,214005,214031,성동일,person,
4039,214032,214066,,person.tie,tie
4040,214067,214108,성동일,person.skis,skis
4041,214109,214154,성동일,person,
4042,214155,214218,성동일,person.keyboard.bottle,keyboard.bottle
4043,214219,214269,,person.tie,tie
4044,214270,214348,,person.chair.tie,chair.tie
4045,214349,214407,,person.mouse.tie,mouse.tie
4046,214408,214486,,person,
4047,214487,214521,,person,
4048,214522,214559,하정우,person,
4049,214560,214617,성동일.김지석,person.cup,cup
4050,214618,214682,,person,
4051,214683,214721,하정우,person,
4052,214722,214831,,person,
4053,214832,214861,하정우,person.chair,chair
4054,214862,214922,,person,
4055,214923,214939,하정우,person,
4056,214940,214968,,person,
4057,214969,215001,하정우,person,
4058,215002,215024,,person,
4059,215025,215047,하정우,person,
4060,215048,215072,,person,
4061,215073,215112,하정우,person.book,book
4062,215113,215168,하정우,person,
4063,215169,215226,김지석,person,
4064,215227,215294,하정우,person,
4065,215295,215428,하정우,person.book,book
4066,215429,215476,,person.clock.bowl.donut.potted.plant.chair.mouse,clock.bowl.donut.potted.plant.chair.mouse
4067,215477,215523,,laptop.tv.person,laptop.tv
4068,215524,215559,,person.potted.plant,potted.plant
4069,215560,215588,,person,
4070,215589,215702,,person.potted.plant,potted.plant
4071,215703,215839,,airplane,airplane
4072,215840,215872,,person.chair.tie,chair.tie
4073,215873,215997,하정우,person.surfboard,surfboard
4074,215998,216058,,person.airplane,airplane
4075,216059,216082,,person.bottle.tie,bottle.tie
4076,216083,216129,,person.tie,tie
4077,216130,216171,하정우,person,
4078,216172,216227,,person.bowl.bottle.dining.table.potted.plant.cup,bowl.bottle.dining.table.potted.plant.cup
4079,216228,216282,성동일,person.tie,tie
4080,216283,216324,,person.tv,tv
4081,216325,216324,,,
4082,216325,216441,,person.potted.plant.mouse,potted.plant.mouse
4083,216442,216519,하정우,tv.potted.plant.person,tv.potted.plant
4084,216520,216669,,person.potted.plant,potted.plant
4085,216670,216722,하정우,person,
4086,216723,216769,성동일,person,
4087,216770,216797,성동일,person.laptop.umbrella,laptop.umbrella
4088,216798,216827,하정우,person,
4089,216828,216867,,person.car.airplane,car.airplane
4090,216868,216901,,person.skis,skis
4091,216902,216949,,person.skis.train,skis.train
4092,216950,217011,,train.car,train.car
4093,217012,217042,,car.skis.train,car.skis.train
4094,217043,217093,하정우,person,
4095,217094,217134,,train.person,train
4096,217135,217154,,train,train
4097,217155,217166,,person,
4098,217167,217178,,skis,skis
4099,217179,217273,,airplane.car,airplane.car
4100,217274,217363,,person.skis,skis
4101,217364,217452,,person.skis,skis
4102,217453,217568,,person.bench,bench
4103,217569,217637,성동일,person,
4104,217638,217723,,person.skis,skis
4105,217724,217796,,person.skis,skis
4106,217797,217807,,person,
4107,217808,217823,,person.tie,tie
4108,217824,217839,,person.tie,tie
4109,217840,217867,,tv.person.bottle.dining.table,tv.bottle.dining.table
4110,217868,217896,,person.teddy.bear.bottle.bowl,teddy.bear.bottle.bowl
4111,217897,217923,김동욱,person.skis.book,skis.book
4112,217924,217949,하정우,person,
4113,217950,217978,성동일,person,
4114,217979,218013,,person.tie,tie
4115,218014,218059,,person,
4116,218060,218079,,person.mouse.tie,mouse.tie
4117,218080,218109,,tv.person.bottle.dining.table,tv.bottle.dining.table
4118,218110,218137,,cup.dining.table.bowl.person.bottle,cup.dining.table.bowl.bottle
4119,218138,218223,,person,
4120,218224,218323,,person,
4121,218324,218363,하정우,tv.person.potted.plant,tv.potted.plant
4122,218364,218402,하정우,person.skis,skis
4123,218403,218447,,person.bottle.tie,bottle.tie
4124,218448,218473,김동욱,person.skis.truck,skis.truck
4125,218474,218504,성동일,person.laptop,laptop
4126,218505,218541,,person.baseball.bat,baseball.bat
4127,218542,218649,,person.tv,tv
4128,218650,218697,,person.tie,tie
4129,218698,218763,하정우,tv.person.potted.plant,tv.potted.plant
4130,218764,218829,,person,
4131,218830,218884,하정우,tv.person.potted.plant,tv.potted.plant
4132,218885,219002,,person,
4133,219003,219078,하정우,tv.person.potted.plant.book,tv.potted.plant.book
4134,219079,219103,,person.couch,couch
4135,219104,219153,,person.chair.potted.plant,chair.potted.plant
4136,219154,219186,,person,
4137,219187,219229,,person,
4138,219230,219261,,person,
4139,219262,219398,,person,
4140,219399,219543,하정우,tv.person.potted.plant,tv.potted.plant
4141,219544,219606,,person.kite,kite
4142,219607,219654,김동욱,person.bowl,bowl
4143,219655,219679,,person.tie,tie
4144,219680,219729,김동욱,person,
4145,219730,219763,,person.tie,tie
4146,219764,219798,,person.cake,cake
4147,219799,219837,성동일,person,
4148,219838,219878,김동욱,person,
4149,219879,219924,,person.bowl.bottle.cup,bowl.bottle.cup
4150,219925,219964,,tv.person.potted.plant.dining.table.cup,tv.potted.plant.dining.table.cup
4151,219965,220017,김동욱,person,
4152,220018,220046,,person.bottle.tie,bottle.tie
4153,220047,220081,하정우,person.apple,apple
4154,220082,220113,김동욱,person,
4155,220114,220147,김동욱,person,
4156,220148,220181,성동일,person,
4157,220182,220216,,person.tie,tie
4158,220217,220258,,person.tie.remote,tie.remote
4159,220259,220291,,tv.person.potted.plant,tv.potted.plant
4160,220292,220316,,person,
4161,220317,220353,,person.tie.chair,tie.chair
4162,220354,220396,김동욱,person,
4163,220397,220431,성동일,person,
4164,220432,220472,성동일,person,
4165,220473,220521,김동욱,tv.person.potted.plant,tv.potted.plant
4166,220522,220571,김동욱,person.teddy.bear.bottle.vase,teddy.bear.bottle.vase
4167,220572,220631,,tv.person.potted.plant,tv.potted.plant
4168,220632,220674,,person.teddy.bear.bowl,teddy.bear.bowl
4169,220675,220706,김동욱,person,
4170,220707,220758,성동일,person.chair,chair
4171,220759,220788,김동욱,person,
4172,220789,220836,,airplane.person.skis,airplane.skis
4173,220837,220864,,person.tennis.racket,tennis.racket
4174,220865,220897,,person.train,train
4175,220898,220919,,train,train
4176,220920,220962,김동욱,person,
4177,220963,221016,,train.person,train
4178,221017,221079,,skis,skis
4179,221080,221099,,,
4180,221100,221149,김동욱,motorcycle,motorcycle
4181,221150,221162,,train,train
4182,221163,221183,김동욱,person.bird,bird
4183,221184,221194,,person,
4184,221195,221213,,,
4185,221214,221271,,person.skis,skis
4186,221272,221343,,person.skis.airplane.snowboard,skis.airplane.snowboard
4187,221344,221467,,person.skis,skis
4188,221468,221491,,person.laptop.mouse.tie.bottle,laptop.mouse.tie.bottle
4189,221492,221569,,person.train.surfboard.skis,train.surfboard.skis
4190,221570,221586,,tv.person.potted.plant,tv.potted.plant
4191,221587,221603,,person.bottle,bottle
4192,221604,221618,,person,
4193,221619,221651,,person,
4194,221652,221708,,,
4195,221709,221742,,person.mouse.chair.tie,mouse.chair.tie
4196,221743,221766,,person.skis,skis
4197,221767,221779,,tv.person.skis,tv.skis
4198,221780,221796,,person.bowl.bottle.dining.table,bowl.bottle.dining.table
4199,221797,221818,,person.cup.bottle,cup.bottle
4200,221819,221857,성동일,person,
4201,221858,221883,,person.tie.mouse,tie.mouse
4202,221884,221916,,person,
4203,221917,221956,하정우,handbag.person,handbag
4204,221957,221991,,person.backpack,backpack
4205,221992,222042,,person.chair.bird,chair.bird
4206,222043,222059,,tv.person.umbrella,tv.umbrella
4207,222060,222092,김동욱,person,
4208,222093,222146,,person.fork,fork
4209,222147,222174,,person.tie,tie
4210,222175,222258,김동욱,person.tv.car,tv.car
4211,222259,222338,김동욱,toothbrush.person,toothbrush
4212,222339,222391,성동일,person,
4213,222392,222444,김동욱,person,
4214,222445,222488,하정우,person.umbrella,umbrella
4215,222489,222503,,person.chair.tie,chair.tie
4216,222504,222529,,person,
4217,222530,222578,김동욱,tv.person.potted.plant,tv.potted.plant
4218,222579,222634,,person.bowl,bowl
4219,222635,222677,김동욱,person.umbrella,umbrella
4220,222678,222742,,person.laptop.bowl,laptop.bowl
4221,222743,222774,,person,
4222,222775,222846,,person,
4223,222847,222917,,person.laptop,laptop
4224,222918,222994,,,
4225,222995,223048,,person.couch,couch
4226,223049,223136,,person,
4227,223137,223169,,person.laptop.tie,laptop.tie
4228,223170,223231,,person.umbrella,umbrella
4229,223232,223257,,person,
4230,223258,223293,,person,
4231,223294,223337,성동일,person,
4232,223338,223376,성동일,person.tie,tie
4233,223377,223412,,person.train,train
4234,223413,223451,,person,
4235,223452,223487,,person,
4236,223488,223563,,cup.dining.table.bowl.person.bottle.potted.plant,cup.dining.table.bowl.bottle.potted.plant
4237,223564,223594,,tv.person.potted.plant,tv.potted.plant
4238,223595,223627,하정우.김동욱,person,
4239,223628,223668,하정우.김동욱,person,
4240,223669,223707,,person,
4241,223708,223749,,person,
4242,223750,223792,,cup.tv.bowl.person.bottle,cup.tv.bowl.bottle
4243,223793,223917,,person.bowl.potted.plant.cup,bowl.potted.plant.cup
4244,223918,223962,,person.chair.tie,chair.tie
4245,223963,223987,,person.tie,tie
4246,223988,224016,,tv.person,tv
4247,224017,224052,,person.bottle.dining.table.tv.potted.plant,bottle.dining.table.tv.potted.plant
4248,224053,224086,,person.teddy.bear,teddy.bear
4249,224087,224133,,person.chair.tie,chair.tie
4250,224134,224193,,person.banana.clock,banana.clock
4251,224194,224236,,person.chair.tie,chair.tie
4252,224237,224311,,person,
4253,224312,224376,,person.tie,tie
4254,224377,224402,,person.bottle.vase.backpack,bottle.vase.backpack
4255,224403,224464,,person.teddy.bear,teddy.bear
4256,224465,224529,,person,
4257,224530,224602,,person.tie,tie
4258,224603,224663,,person,
4259,224664,224706,하정우.김동욱,person,
4260,224707,224784,,person,
4261,224785,224827,,person.umbrella,umbrella
4262,224828,224866,,person.umbrella,umbrella
4263,224867,224903,성동일,person,
4264,224904,224963,,person,
4265,224964,224987,성동일,person,
4266,224988,225049,,tv.person.potted.plant,tv.potted.plant
4267,225050,225109,,person,
4268,225110,225149,,person.bowl.bottle.cup,bowl.bottle.cup
4269,225150,225212,,person,
